Brand,Year,M,Month,Week,Grouping4,Grouping2,Grouping1,Grouping0,Giver,Receiver,Adjusted_Volume,Margin Revenue
BRAND3,2022,Jan,1,52,CAMPAIGN2,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN2,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN2,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN151,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN151,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN151,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN151,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN152,COMMERCIALAD,TV,HALO,BRAND2,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN1,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN33,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,1394.93322649829,396758.123877806
BRAND3,2022,Jan,1,52,CAMPAIGN33,COMMERCIALAD,TV,HALO,BRAND6,BRAND3,1525.86483334866,433998.744219659
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,DISPLAY,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN17,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN11,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,DISPLAY,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN20,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN153,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN153,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN153,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN154,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN12,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN12,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN12,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN12,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN12,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN34,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,2155.55043121028,613098.984786446
BRAND3,2022,Jan,1,52,CAMPAIGN7,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN27,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN27,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN155,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN155,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN155,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN155,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN18,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN156,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN13,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN13,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN13,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN13,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,822.509397913449,233944.736127055
BRAND3,2022,Jan,1,52,CAMPAIGN13,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN13,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,182.990773288539,52047.7070283613
BRAND3,2022,Jan,1,52,CAMPAIGN13,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN13,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,1195.47925005686,340027.820240603
BRAND3,2022,Jan,1,52,CAMPAIGN22,DISPLAY,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN22,DISPLAY,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,DISPLAY,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,1.55948610675554,443.561577125132
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,253.031678847616,71969.304533126
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,248.575172520047,70701.7491720609
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,250.868316878014,71353.9837277836
BRAND3,2022,Jan,1,52,CAMPAIGN24,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0.271921325183031,77.3420496211245
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,54.3677378638206,15463.7091328588
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,10.4488035205202,2971.93270818865
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,124.972805237512,35545.7700769322
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,5.93874893225217,1689.14672027463
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,212.213403204599,60359.442386029
BRAND3,2022,Jan,1,52,CAMPAIGN26,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN10,SEARCH,DIGITAL,TARGET,BRAND3,BRAND3,36.960237004653,10512.5277780192
BRAND3,2022,Jan,1,52,CAMPAIGN10,SEARCH,DIGITAL,TARGET,BRAND3,BRAND3,48.461018786508,13783.6726014538
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN157,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN158,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN23,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN23,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN23,VIDEO,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN31,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,16.8665128225293,4797.30918778559
BRAND3,2022,Jan,1,52,CAMPAIGN31,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,285.405730473953,81177.3925918158
BRAND3,2022,Jan,1,52,CAMPAIGN31,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,0,0
BRAND3,2022,Jan,1,52,CAMPAIGN31,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,112.815868224879,32087.9963071148
BRAND3,2022,Jan,1,52,CAMPAIGN32,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,142.736811240316,40598.3514911117
BRAND3,2022,Jan,1,52,CAMPAIGN32,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,520.349997595934,148002.130054816
BRAND3,2022,Jan,1,52,CAMPAIGN32,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,3.16417007695408,899.978693972367
BRAND3,2022,Jan,1,52,CAMPAIGN32,SOCIAL MEDIA,DIGITAL,TARGET,BRAND3,BRAND3,55.3922831797209,15755.1185491968
